date,region,product,revenue,cost,units,source_file
2018-10-15,Connecticut,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13.05,7.047000000000001,5,2018-10_dump.xlsx
2018-10-22,Oregon,KI Conference Tables,177.225,297.738,5,2018-10_dump.xlsx
2018-10-03,Florida,Xerox 208,15.552,10.1088,3,2018-10_dump.xlsx
2018-10-03,Florida,Hoover Portapower Portable Vacuum,17.92,16.8,5,2018-10_dump.xlsx
2018-10-22,Oklahoma,Fellowes Recycled Storage Drawers,333.09,309.7737,3,2018-10_dump.xlsx
2018-10-22,Oklahoma,Bevis 36 x 72 Conference Tables,248.98,194.2044,2,2018-10_dump.xlsx
2018-10-22,Oklahoma,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,24.4148,4,2018-10_dump.xlsx
2018-10-21,Arizona,Lock-Up Easel 'Spel-Binder',8.559,15.1209,1,2018-10_dump.xlsx
2018-10-22,Colorado,Storex Flexible Poly Binders with Double Pockets,3.168,5.702400000000001,4,2018-10_dump.xlsx
2018-10-22,Colorado,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,608.0928,4,2018-10_dump.xlsx
2018-10-05,California,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,26.447,5,2018-10_dump.xlsx
2018-10-05,California,Xerox 1951,61.96,34.078,2,2018-10_dump.xlsx
2018-10-05,California,Avery Hole Reinforcements,19.936,12.7092,4,2018-10_dump.xlsx
2018-10-09,Texas,Bulldog Vacuum Base Pencil Sharpener,67.144,61.2689,7,2018-10_dump.xlsx
2018-10-09,Texas,Hon Every-Day Chair Series Swivel Task Chairs,254.058,286.7226,3,2018-10_dump.xlsx
2018-10-19,Illinois,"Lesro Round Back Collection Coffee Table, End Table",91.275,158.8185,1,2018-10_dump.xlsx
2018-10-19,Texas,"SlimView Poly Binder, 3/8""",2.072,5.5944,2,2018-10_dump.xlsx
2018-10-19,Texas,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,420.1578,3,2018-10_dump.xlsx
2018-10-09,California,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,18.656,5,2018-10_dump.xlsx
2018-10-20,Pennsylvania,Xerox 1887,45.528,29.5932,3,2018-10_dump.xlsx
2018-10-07,Michigan,"SAFCO Mobile Desk Side File, Wire Frame",85.52,63.2848,2,2018-10_dump.xlsx
2018-10-02,Tennessee,"Eldon Expressions Wood Desk Accessories, Oak",11.808,10.4796,2,2018-10_dump.xlsx
2018-10-02,Tennessee,Eldon 500 Class Desk Accessories,9.656,8.0869,1,2018-10_dump.xlsx
2018-10-02,Tennessee,Xerox 1996,20.736,13.4784,4,2018-10_dump.xlsx
2018-10-02,Tennessee,Ibico Plastic Spiral Binding Combs,27.36,49.248,3,2018-10_dump.xlsx
2018-10-02,Tennessee,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,3316.8996,7,2018-10_dump.xlsx
2018-10-02,Tennessee,Lock-Up Easel 'Spel-Binder',34.236,60.4836,4,2018-10_dump.xlsx
2018-10-02,Tennessee,"Eldon Image Series Desk Accessories, Ebony",19.76,13.832,2,2018-10_dump.xlsx
2018-10-16,Arizona,Green Bar Computer Printout Paper,307.776,196.2072,7,2018-10_dump.xlsx
2018-10-21,Ohio,Avanti 1.7 Cu. Ft. Refrigerator,161.568,145.4112,2,2018-10_dump.xlsx
2018-10-21,Ohio,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,2.6924,1,2018-10_dump.xlsx
2018-10-21,Ohio,"SlimView Poly Binder, 3/8""",6.216,11.1888,4,2018-10_dump.xlsx
2018-10-08,California,Digium D40 VoIP phone,103.192,91.5829,1,2018-10_dump.xlsx
2018-10-08,California,KeyTronic E03601U1 - Keyboard - Beige,36.0,29.52,2,2018-10_dump.xlsx
2018-10-08,California,Logitech Illuminated - Keyboard,239.96,124.7792,4,2018-10_dump.xlsx
2018-10-08,California,Tennsco Commercial Shelving,40.68,40.2732,2,2018-10_dump.xlsx
2018-10-02,Alabama,"Master Caster Door Stop, Gray",10.16,6.7056,2,2018-10_dump.xlsx
2018-10-04,Maryland,24-Hour Round Wall Clock,19.98,11.3886,1,2018-10_dump.xlsx
2018-10-06,New York,Xerox 1893,40.99,20.9049,1,2018-10_dump.xlsx
2018-10-27,Texas,#6 3/4 Gummed Flap White Envelopes,15.84,10.296,2,2018-10_dump.xlsx
2018-10-27,Texas,Xerox 1972,8.448,5.808,2,2018-10_dump.xlsx
2018-10-14,Illinois,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27.396,69.8598,9,2018-10_dump.xlsx
2018-10-14,Illinois,Catalog Binders with Expanding Posts,13.456,37.004,1,2018-10_dump.xlsx
2018-10-02,Oregon,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764,602.4804,6,2018-10_dump.xlsx
2018-10-02,Oregon,Acme Softgrip Scissors,39.072,34.6764,6,2018-10_dump.xlsx
2018-10-02,Oregon,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.638,39.2392,7,2018-10_dump.xlsx
2018-10-02,Oregon,Berol Giant Pencil Sharpener,95.144,84.44030000000001,7,2018-10_dump.xlsx
2018-10-08,Rhode Island,"SAFCO Mobile Desk Side File, Wire Frame",42.76,31.6424,1,2018-10_dump.xlsx
2018-10-12,California,SanDisk Cruzer 64 GB USB Flash Drive,435.84,305.088,12,2018-10_dump.xlsx
2018-10-12,California,Newell 343,5.88,4.2924,2,2018-10_dump.xlsx
2018-10-21,Pennsylvania,Mitel MiVoice 5330e IP Phone,329.988,406.9852,2,2018-10_dump.xlsx
2018-10-21,Pennsylvania,Acco Perma 2700 Stacking Storage Drawers,71.376,75.837,3,2018-10_dump.xlsx
2018-10-05,New York,Samsung HM1900 Bluetooth Headset,87.8,43.9,4,2018-10_dump.xlsx
2018-10-05,New York,"Global High-Back Leather Tilter, Burgundy",221.382,218.9222,2,2018-10_dump.xlsx
2018-10-05,New York,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,3847.9704,4,2018-10_dump.xlsx
2018-10-20,New York,Avery 478,24.55,12.5205,5,2018-10_dump.xlsx
2018-10-03,New York,Magnifier Swing Arm Lamp,83.92,62.10080000000001,4,2018-10_dump.xlsx
2018-10-03,New York,"Quartet Alpha White Chalk, 12/Pack",6.63,3.5139,3,2018-10_dump.xlsx
2018-10-03,New York,Logitech G19 Programmable Gaming Keyboard,371.97,305.0154,3,2018-10_dump.xlsx
2018-10-31,Texas,Newell 350,5.248,4.6576,2,2018-10_dump.xlsx
2018-10-28,Texas,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,26.7,2,2018-10_dump.xlsx
2018-10-28,Texas,Xerox 21,15.552,10.1088,3,2018-10_dump.xlsx
2018-10-28,Texas,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,29.448,2,2018-10_dump.xlsx
2018-10-26,Virginia,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",356.85,296.1855,5,2018-10_dump.xlsx
2018-10-26,Virginia,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",251.58,138.369,7,2018-10_dump.xlsx
2018-10-15,California,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",152.65,82.43100000000001,5,2018-10_dump.xlsx
2018-10-15,California,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,13.4048,1,2018-10_dump.xlsx
2018-10-08,New York,Office Star - Ergonomically Designed Knee Chair,145.764,142.5248,2,2018-10_dump.xlsx
2018-10-02,California,Dax Clear Box Frame,17.46,11.5236,2,2018-10_dump.xlsx
2018-10-02,California,Ricoh - Ink Collector Unit for GX3000 Series Printers,369.16,336.8585,11,2018-10_dump.xlsx
2018-10-15,California,Avery 478,14.73,7.512300000000001,3,2018-10_dump.xlsx
2018-10-22,Pennsylvania,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",32.7,39.24,5,2018-10_dump.xlsx
2018-10-22,Pennsylvania,#6 3/4 Gummed Flap White Envelopes,31.68,20.592,4,2018-10_dump.xlsx
2018-10-16,Arizona,Swingline SM12-08 MicroCut Jam Free Shredder,599.985,1079.973,5,2018-10_dump.xlsx
2018-10-14,California,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",46.36,31.0612,4,2018-10_dump.xlsx
2018-10-26,Pennsylvania,Cisco Small Business SPA 502G VoIP phone,61.542,74.87610000000001,1,2018-10_dump.xlsx
2018-10-26,Pennsylvania,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",81.438,146.5884,7,2018-10_dump.xlsx
2018-10-21,Wisconsin,GBC Instant Report Kit,38.82,19.41,6,2018-10_dump.xlsx
2018-10-21,Wisconsin,Acco 3-Hole Punch,21.9,11.388,5,2018-10_dump.xlsx
2018-10-05,Colorado,Logitech MX Performance Wireless Mouse,63.824,50.26139999999999,2,2018-10_dump.xlsx
2018-10-27,California,Chromcraft Rectangular Conference Tables,189.576,180.0972,1,2018-10_dump.xlsx
2018-10-27,California,Griffin GC17055 Auxiliary Audio Cable,71.96,64.764,5,2018-10_dump.xlsx
2018-10-15,Utah,Avery Hi-Liter Smear-Safe Highlighters,11.68,7.4752,2,2018-10_dump.xlsx
2018-10-28,North Carolina,"Computer Room Manger, 14""",77.952,62.3616,3,2018-10_dump.xlsx
2018-10-28,North Carolina,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,176.6208,2,2018-10_dump.xlsx
2018-10-28,North Carolina,Xerox 1936,47.952,31.7682,3,2018-10_dump.xlsx
2018-10-12,Texas,Logitech Wireless Touch Keyboard K400,39.984,41.4834,2,2018-10_dump.xlsx
2018-10-31,Illinois,ClearOne Communications CHAT 70 OC Speaker Phone,508.768,470.6104,4,2018-10_dump.xlsx
2018-10-31,Illinois,"#10 Gummed Flap White Envelopes, 100/Box",9.912,6.690600000000001,3,2018-10_dump.xlsx
2018-10-05,California,Global Deluxe High-Back Office Chair in Storm,435.168,495.0036,4,2018-10_dump.xlsx
2018-10-05,California,Staples,14.9,8.046,5,2018-10_dump.xlsx
2018-10-05,California,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",15.8,11.692,4,2018-10_dump.xlsx
2018-10-05,California,DAX Clear Channel Poster Frame,72.9,45.92700000000001,5,2018-10_dump.xlsx
2018-10-05,California,KI Adjustable-Height Table,206.352,201.1932,3,2018-10_dump.xlsx
2018-10-05,California,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.992,5.294700000000001,1,2018-10_dump.xlsx
2018-10-17,California,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,52.792,48.1727,1,2018-10_dump.xlsx
2018-10-03,Texas,Colorific Watercolor Pencils,20.64,18.318,5,2018-10_dump.xlsx
2018-10-20,Florida,Woodgrain Magazine Files by Perma,4.768,5.5428,2,2018-10_dump.xlsx
2018-10-20,Florida,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",6.672,4.17,1,2018-10_dump.xlsx
2018-10-20,Florida,Prang Drawing Pencil Set,4.448,3.336,2,2018-10_dump.xlsx
2018-10-20,Florida,DAX Wood Document Frame.,43.936,37.8948,4,2018-10_dump.xlsx
2018-10-06,New Jersey,Xerox 1886,143.7,74.72399999999999,3,2018-10_dump.xlsx
2018-10-06,New Jersey,Xerox 217,6.48,3.369600000000001,1,2018-10_dump.xlsx
2018-10-12,New Jersey,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,40.05,3,2018-10_dump.xlsx
2018-10-12,New Jersey,"OIC Colored Binder Clips, Assorted Sizes",17.9,9.128999999999998,5,2018-10_dump.xlsx
2018-10-12,New Jersey,DAX Two-Tone Silver Metal Document Frame,40.48,23.0736,2,2018-10_dump.xlsx
2018-10-12,New Jersey,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",2154.9,2025.606,5,2018-10_dump.xlsx
2018-10-23,Rhode Island,KI Adjustable-Height Table,240.744,254.5008,4,2018-10_dump.xlsx
2018-10-23,Rhode Island,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,20.3,4,2018-10_dump.xlsx
2018-10-23,Rhode Island,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,210.68,160.1168,2,2018-10_dump.xlsx
2018-10-23,Rhode Island,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,765.4752,3,2018-10_dump.xlsx
2018-10-23,Rhode Island,"Wirebound Message Book, 4 per Page",43.44,22.1544,8,2018-10_dump.xlsx
2018-10-23,Rhode Island,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2.22,1.554,1,2018-10_dump.xlsx
2018-10-27,Arizona,Xerox 1882,44.784,28.5498,1,2018-10_dump.xlsx
2018-10-24,Texas,Hon 2111 Invitation Series Straight Table,517.405,598.7115,5,2018-10_dump.xlsx
2018-10-26,Pennsylvania,"GBC Velobind Prepunched Cover Sets, Regency Series",33.282,61.017,3,2018-10_dump.xlsx
2018-10-26,Pennsylvania,Motorla HX550 Universal Bluetooth Headset,118.65,98.875,5,2018-10_dump.xlsx
2018-10-26,Pennsylvania,Avery 517,14.76,9.778500000000001,5,2018-10_dump.xlsx
2018-10-13,California,Logitech Media Keyboard K200,209.94,170.0514,6,2018-10_dump.xlsx
2018-10-13,California,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,39.98,2,2018-10_dump.xlsx
2018-10-13,California,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5083.96,3177.475,5,2018-10_dump.xlsx
2018-10-20,North Carolina,PayAnywhere Card Reader,15.984,14.5854,2,2018-10_dump.xlsx
2018-10-20,North Carolina,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),14.352,9.867,3,2018-10_dump.xlsx
2018-10-28,Massachusetts,Avery 519,21.93,11.6229,3,2018-10_dump.xlsx
2018-10-10,Illinois,Hon Comfortask Task/Swivel Chairs,239.358,287.2296,3,2018-10_dump.xlsx
2018-10-01,California,Sony 32GB Class 10 Micro SDHC R40 Memory Card,104.75,82.7525,5,2018-10_dump.xlsx
2018-10-16,Tennessee,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.528,14.1276,2,2018-10_dump.xlsx
2018-10-16,Tennessee,Balt Solid Wood Round Tables,1875.258,2844.1413,7,2018-10_dump.xlsx
2018-10-13,Kentucky,"Trav-L-File Heavy-Duty Shuttle II, Black",348.56,243.992,8,2018-10_dump.xlsx
2018-10-12,Texas,Clarity 53712,369.544,341.8282,7,2018-10_dump.xlsx
2018-10-12,Texas,Xerox 1993,10.368,6.6096,2,2018-10_dump.xlsx
2018-10-12,Texas,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,791.88,663.1995,3,2018-10_dump.xlsx
2018-10-13,Louisiana,Avery 52,11.07,5.867100000000001,3,2018-10_dump.xlsx
2018-10-13,Louisiana,Bretford Rectangular Conference Table Tops,1504.52,1158.4804,4,2018-10_dump.xlsx
2018-10-13,Louisiana,Xerox 231,25.92,13.4784,4,2018-10_dump.xlsx
2018-10-27,Florida,Easy-staple paper,56.784,36.1998,7,2018-10_dump.xlsx
2018-10-27,Florida,Avery Hole Reinforcements,5.607,9.5319,3,2018-10_dump.xlsx
2018-10-27,Florida,Rogers Handheld Barrel Pencil Sharpener,6.576,6.000599999999999,3,2018-10_dump.xlsx
2018-10-02,Texas,Fellowes Superior 10 Outlet Split Surge Protector,15.224,54.04519999999999,2,2018-10_dump.xlsx
2018-10-02,Texas,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,21.984,78.0432,6,2018-10_dump.xlsx
2018-10-12,West Virginia,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",673.344,750.2976000000001,3,2018-10_dump.xlsx
2018-10-26,Texas,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",55.616,50.0544,2,2018-10_dump.xlsx
2018-10-24,Mississippi,Staples,11.68,6.423999999999999,4,2018-10_dump.xlsx
2018-10-19,California,JM Magazine Binder,39.624,25.7556,3,2018-10_dump.xlsx
2018-10-06,Illinois,Adjustable Depth Letter/Legal Cart,290.336,257.6732,2,2018-10_dump.xlsx
2018-10-06,Illinois,Staples in misc. colors,19.152,17.955,2,2018-10_dump.xlsx
2018-10-12,New York,Xerox 1952,9.96,5.278800000000001,2,2018-10_dump.xlsx
2018-10-06,Arizona,Avery Hi-Liter Smear-Safe Highlighters,9.344,7.475199999999999,2,2018-10_dump.xlsx
2018-11-13,Illinois,Safco Industrial Wire Shelving,230.376,279.3309,3,2018-11_dump.csv
2018-11-06,Oregon,Flexible Leather- Look Classic Collection Ring Binder,5.682,9.47,1,2018-11_dump.csv
2018-11-09,New York,9-3/4 Diameter Round Wall Clock,96.53,55.9874,7,2018-11_dump.csv
2018-11-23,North Carolina,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,56.51039999999999,8,2018-11_dump.csv
2018-11-23,North Carolina,Speck Products Candyshell Flip Case,27.992,25.8926,1,2018-11_dump.csv
2018-11-23,North Carolina,Newell Chalk Holder,3.304,2.2302,1,2018-11_dump.csv
2018-11-05,Arizona,"Avery Durable Slant Ring Binders, No Labels",2.388,4.2188,2,2018-11_dump.csv
2018-11-05,Arizona,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,213.493,7,2018-11_dump.csv
2018-11-06,New Jersey,Decoflex Hanging Personal Folder File,46.26,34.2324,3,2018-11_dump.csv
2018-11-12,California,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,5.808000000000001,2,2018-11_dump.csv
2018-11-19,Illinois,BPI Conference Tables,219.075,350.52,3,2018-11_dump.csv
2018-11-03,Tennessee,Telescoping Adjustable Floor Lamp,15.992,14.9925,1,2018-11_dump.csv
2018-11-03,Washington,Xerox 191,139.86,74.12580000000001,7,2018-11_dump.csv
2018-11-03,Washington,Global Deluxe Office Fabric Chairs,307.136,280.26160000000004,4,2018-11_dump.csv
2018-11-06,Kentucky,Xerox 1987,5.78,2.9478000000000004,1,2018-11_dump.csv
2018-11-23,Michigan,Coloredge Poster Frame,28.4,17.323999999999998,2,2018-11_dump.csv
2018-11-23,Michigan,GBC VeloBinder Manual Binding System,287.92,149.7184,8,2018-11_dump.csv
2018-11-12,New York,"Avery Durable Slant Ring Binders, No Labels",15.92,10.547,5,2018-11_dump.csv
2018-11-26,Missouri,Executive Impressions Supervisor Wall Clock,126.3,85.884,3,2018-11_dump.csv
2018-11-26,Missouri,SanDisk Cruzer 32 GB USB Flash Drive,38.04,25.8672,2,2018-11_dump.csv
2018-11-19,New York,Avery Printable Repositionable Plastic Tabs,41.28,27.348,6,2018-11_dump.csv
2018-11-19,New York,Xerox 1898,13.36,6.9472,2,2018-11_dump.csv
2018-11-24,Texas,Advantus T-Pin Paper Clips,10.824,8.2533,3,2018-11_dump.csv
2018-11-20,California,Coloredge Poster Frame,42.6,25.986,3,2018-11_dump.csv
2018-11-20,California,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,56.73779999999999,7,2018-11_dump.csv
2018-11-14,Ohio,PureGear Roll-On Screen Protector,119.94,103.948,10,2018-11_dump.csv
2018-11-14,Ohio,Prestige Round Ring Binders,3.648,6.444800000000001,2,2018-11_dump.csv
2018-11-04,North Carolina,Cubify CubeX 3D Printer Triple Head Print,7999.98,11839.9704,4,2018-11_dump.csv
2018-11-04,North Carolina,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,152.789,2,2018-11_dump.csv
2018-11-03,Georgia,Avery 476,12.39,6.690600000000001,3,2018-11_dump.csv
2018-11-04,Tennessee,"Adams Telephone Message Books, 5 1/4” x 11”",9.664,6.4024,2,2018-11_dump.csv
2018-11-30,New York,Lock-Up Easel 'Spel-Binder',68.472,45.36269999999999,3,2018-11_dump.csv
2018-11-30,New York,SAFCO Arco Folding Chair,1242.9,980.51,5,2018-11_dump.csv
2018-11-11,Texas,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,7.047,5,2018-11_dump.csv
2018-11-11,Texas,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,50.424,4,2018-11_dump.csv
2018-11-27,Wisconsin,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,27.6946,1,2018-11_dump.csv
2018-11-27,Wisconsin,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,87.6753,9,2018-11_dump.csv
2018-11-05,New Mexico,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,105.5934,1,2018-11_dump.csv
2018-11-28,Pennsylvania,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,529.4002,7,2018-11_dump.csv
2018-11-28,Pennsylvania,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,931.6896,6,2018-11_dump.csv
2018-11-28,Pennsylvania,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,2684.916,12,2018-11_dump.csv
2018-11-28,Pennsylvania,Xerox 210,15.552,10.1088,3,2018-11_dump.csv
2018-11-28,Pennsylvania,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,17.424,6,2018-11_dump.csv
2018-11-30,Mississippi,Home/Office Personal File Carts,173.8,130.35000000000002,5,2018-11_dump.csv
2018-11-14,California,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,293.4308,2,2018-11_dump.csv
2018-11-20,North Carolina,Newell 336,23.968,21.2716,7,2018-11_dump.csv
2018-11-20,North Carolina,Staples in misc. colors,28.728,26.9325,3,2018-11_dump.csv
2018-11-14,New York,3M Organizer Strips,8.64,5.6160000000000005,2,2018-11_dump.csv
2018-11-06,California,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,7.7928,2,2018-11_dump.csv
2018-11-06,California,Dax Clear Box Frame,8.73,5.761800000000001,1,2018-11_dump.csv
2018-11-06,California,SANFORD Liquid Accent Tank-Style Highlighters,5.68,3.9192,2,2018-11_dump.csv
2018-11-10,Arizona,Cardinal EasyOpen D-Ring Binders,38.388,63.98,14,2018-11_dump.csv
2018-11-10,Arizona,DYMO CardScan Personal V9 Business Card Scanner,95.994,159.99,2,2018-11_dump.csv
2018-11-10,Arizona,Case Logic 2.4GHz Wireless Keyboard,239.952,275.9448,6,2018-11_dump.csv
2018-11-10,Arizona,Adtran 1202752G1,201.584,186.4652,2,2018-11_dump.csv
2018-11-10,Arizona,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136,1045.2456,4,2018-11_dump.csv
2018-11-04,Texas,Alphabetical Labels for Top Tab Filing,23.68,14.8,2,2018-11_dump.csv
2018-11-26,Ohio,Motorola L804,220.752,261.2232,8,2018-11_dump.csv
2018-11-19,California,Square Credit Card Reader,31.968,29.5704,4,2018-11_dump.csv
2018-11-24,New York,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,2.9988,1,2018-11_dump.csv
2018-11-24,New York,Global Ergonomic Managers Chair,977.292,803.5512,6,2018-11_dump.csv
2018-11-12,Texas,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,10.2357,3,2018-11_dump.csv
2018-11-12,Texas,Xerox 197,223.056,153.351,9,2018-11_dump.csv
2018-11-12,Texas,Tennsco Double-Tier Lockers,540.048,587.3022,3,2018-11_dump.csv
2018-11-13,Texas,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,34.0326,6,2018-11_dump.csv
2018-11-26,Georgia,Newell 347,12.84,9.1164,3,2018-11_dump.csv
2018-11-19,Texas,Xerox 1901,16.896,11.616,4,2018-11_dump.csv
2018-11-19,Texas,Acme Elite Stainless Steel Scissors,6.672,6.1716,1,2018-11_dump.csv
2018-11-19,Texas,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,90.4616,4,2018-11_dump.csv
2018-11-19,Texas,Telescoping Adjustable Floor Lamp,15.992,29.985,2,2018-11_dump.csv
2018-11-30,Delaware,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,110.7174,6,2018-11_dump.csv
2018-11-18,Washington,Eldon Portable Mobile Manager,169.68,123.8664,6,2018-11_dump.csv
2018-11-18,Washington,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,78.1868,4,2018-11_dump.csv
2018-11-18,Washington,Binder Clips by OIC,2.96,1.5392,2,2018-11_dump.csv
2018-11-18,Washington,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,5.491200000000001,2,2018-11_dump.csv
2018-11-18,Washington,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,86.346,3,2018-11_dump.csv
2018-11-20,Ohio,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,49.47,5,2018-11_dump.csv
2018-11-20,Ohio,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,3.0846,2,2018-11_dump.csv
2018-11-12,Ohio,Jabra SPEAK 410 Multidevice Speakerphone,370.782,463.4775,3,2018-11_dump.csv
2018-11-21,Washington,Safco Drafting Table,70.98,50.39580000000001,1,2018-11_dump.csv
2018-11-28,Colorado,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,57.699200000000005,2,2018-11_dump.csv
2018-11-27,California,Tops White Computer Printout Paper,244.55,129.6115,5,2018-11_dump.csv
2018-11-27,California,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,106.3424,8,2018-11_dump.csv
2018-11-18,Ohio,BIC Liqua Brite Liner,38.864,31.0912,7,2018-11_dump.csv
2018-11-20,California,Novimex High-Tech Fabric Mesh Task Chair,283.92,330.057,5,2018-11_dump.csv
2018-11-07,California,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,46.1769,3,2018-11_dump.csv
2018-11-07,California,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,694.9089,7,2018-11_dump.csv
2018-11-09,California,"Global Leather Task Chair, Black",215.976,218.6757,3,2018-11_dump.csv
2018-11-16,New York,Tops Green Bar Computer Printout Paper,146.82,73.41,3,2018-11_dump.csv
2018-11-19,Texas,Office Star Flex Back Scooter Chair with White Frame,233.058,286.3284,3,2018-11_dump.csv
2018-11-19,Texas,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,314.03520000000003,2,2018-11_dump.csv
2018-11-21,New York,Howard Miller Distant Time Traveler Alarm Clock,27.42,16.1778,1,2018-11_dump.csv
2018-11-21,California,Eldon Portable Mobile Manager,56.56,41.2888,2,2018-11_dump.csv
2018-11-21,California,Newell 344,5.56,4.1144,2,2018-11_dump.csv
2018-11-21,California,Advantus T-Pin Paper Clips,9.02,5.5022,2,2018-11_dump.csv
2018-11-21,California,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,6.378799999999999,1,2018-11_dump.csv
2018-11-21,California,Mitel MiVoice 5330e IP Phone,659.976,610.4778,3,2018-11_dump.csv
2018-11-17,Virginia,Bionaire 99.97% HEPA Air Cleaner,35.04,22.776,2,2018-11_dump.csv
2018-11-05,New York,Enermax Aurora Lite Keyboard,390.75,218.82,5,2018-11_dump.csv
2018-11-09,California,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,60.382000000000005,2,2018-11_dump.csv
2018-11-09,California,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,55.99439999999999,1,2018-11_dump.csv
